,cluster,churn_proba,segment,strategy
64652,0,0.27695438,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
62257,1,0.4769923,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55056,2,0.37988883,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69831,1,0.5271289,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51569,2,0.3276317,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61918,2,0.52287984,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60518,2,0.38534898,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30545,1,0.18256722,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66018,2,0.2554919,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68660,2,0.41287604,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64877,0,0.476743,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
59022,2,0.2486382,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62976,1,0.31019264,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67547,1,0.124920405,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62354,1,0.37501392,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65309,2,0.16642731,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61758,1,0.2575036,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56758,1,0.3503263,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62040,2,0.4260434,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69048,1,0.38587445,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69031,1,0.44829983,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60476,2,0.43754107,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67237,2,0.7746634,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61609,2,0.44552,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61454,1,0.44441232,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58252,2,0.4708527,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59432,1,0.25531223,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69471,2,0.36172256,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62159,2,0.3984416,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61749,1,0.38219172,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60996,2,0.27654132,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52529,1,0.18927228,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69404,1,0.6034781,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57049,2,0.44474208,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55809,2,0.53687793,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57016,1,0.50362825,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53996,1,0.24510477,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65327,1,0.349251,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62513,1,0.3562611,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59252,2,0.5102878,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68836,0,0.49599895,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
60914,2,0.3103247,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59519,2,0.5464486,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58229,1,0.20081444,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53073,0,0.58068264,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
65118,1,0.40233263,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67322,1,0.1512719,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54107,2,0.35438925,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57221,1,0.44433004,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53683,1,0.22529912,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57659,1,0.3495406,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67661,2,0.3406871,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60572,1,0.26659876,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69851,1,0.35678372,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61238,1,0.5817182,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61379,1,0.17913777,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64804,1,0.5390549,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64909,1,0.46800762,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67795,1,0.15292849,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30500,0,0.4299187,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
60285,1,0.34395128,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65312,2,0.3179884,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60038,1,0.2369501,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70782,2,0.49495885,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60772,2,0.42611998,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53983,2,0.48915324,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67542,1,0.40827835,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69126,1,0.27390903,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67415,2,0.24158777,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69316,1,0.16896783,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70938,0,0.6371673,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
51560,1,0.6421349,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67705,1,0.1886885,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59951,2,0.27170953,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59605,2,0.2693106,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52508,1,0.28477532,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65321,2,0.57011443,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56445,1,0.33201417,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63054,1,0.5008954,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68009,1,0.36128154,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67798,2,0.58050543,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53495,2,0.30218765,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63191,1,0.17031623,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52911,2,0.3136532,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69868,1,0.52057034,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68777,1,0.45184553,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55388,2,0.47070697,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64905,2,0.48518658,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67541,1,0.30382368,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69791,0,0.42343697,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
63582,1,0.43898755,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53702,2,0.54962856,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55566,2,0.53632265,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52066,1,0.18536463,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59787,2,0.38932636,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70864,1,0.21737672,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57014,1,0.16786395,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69074,0,0.24970643,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
59908,0,0.5043853,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
54826,1,0.37832972,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57614,2,0.23166065,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53247,2,0.20032382,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56240,2,0.40578333,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64759,1,0.65022266,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
